What Country do you live in?,How old are you?,What is your gender?,Which of the following best describes your occupation?,Which of the following languages or technologies have you used significantly in the past year?,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Which technologies are you excited about?,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Which desktop operating system do you use the most?,How do you use Stack Overflow?,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,How often do you find solutions to your programming problems on Stack Overflow without asking a new question?
United States,25-29,Male,Full-Stack Web Developer,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,Redis,N/A,N/A,N/A,Hadoop,AngularJS,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
United Kingdom,25-29,Male,Embedded Application Developer,C,C++,N/A,Java,JavaScript,N/A,N/A,N/A,Python,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Hong Kong,30-34,Male,Full-Stack Web Developer,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,Go,Hadoop,AngularJS,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
Australia,30-34,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,N/A,Ruby,SQL,Groovy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Often
Indonesia,20-24,Male,Enterprise Level Services,N/A,N/A,C#,Java,JavaScript,N/A,N/A,PHP,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Almost Always
Denmark,20-24,Male,Student,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canada,20-24,Male,I don't work in tech,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States,25-29,Female,Full-Stack Web Developer,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,AngularJS,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Always
United States,30-34,Male,Back-End Web Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,Scala,N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,Looking for a job,Build my online reputation,For fun,Often
India,20-24,Male,Full-Stack Web Developer,C,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,Python,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,Go,Hadoop,AngularJS,N/A,N/A,Ubuntu,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,"Evaluate tools, learn from top users, trends",Almost Always
United States,25-29,Male,Other,C,N/A,C#,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,Assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,Waste an insane amount of time,Almost Always
United States,30-34,Male,Desktop Software Developer,N/A,C++,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,Go,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
Australia,< 20,Male,Front-End Web Developer,N/A,N/A,N/A,N/A,JavaScript,Node.js,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cordova,Arduino / Raspberry Pi,Mac OS X,N/A,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
United States,20-24,Male,Student,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,SAS,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Other,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,Looking for a job,Build my online reputation,N/A,Often
United Kingdom,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,Node.js,N/A,N/A,Python,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,AngularJS,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
United States,20-24,Male,IT Staff / System Administrator,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,AngularJS,Cordova,N/A,Mac OS X,N/A,N/A,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
Australia,30-34,Male,Full-Stack Web Developer,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,Ruby,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Windows 7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States,25-29,Male,Desktop Software Developer,C,C++,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,Xslt,N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Canada,< 20,Male,Student,N/A,C++,N/A,N/A,JavaScript,N/A,N/A,PHP,Python,Ruby,N/A,N/A,N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,Go,N/A,N/A,N/A,N/A,Debian,Read other people's questions to solve my problems,Ask questions to solve problems,N/A,N/A,N/A,N/A,Almost Always
United States,< 20,Male,Back-End Web Developer,C,C++,N/A,Java,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,Haskell,N/A,N/A,C++11,Redis,N/A,N/A,N/A,Hadoop,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Often
Australia,25-29,Male,Mobile Application Developer,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,Build my online reputation,Answer questions to improve my knowledge,Almost Always
India,20-24,Male,Back-End Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,Dart,N/A,Redis,N/A,N/A,Go,N/A,N/A,N/A,Arduino / Raspberry Pi,Ubuntu,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Always
United States,40-50,Male,Mobile Application Developer,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,ACTIONSCRIPT,N/A,N/A,N/A,Dart,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,Looking for a job,Build my online reputation,N/A,Almost Always
China,25-29,Male,Embedded Application Developer,C,C++,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Haskell,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
United States,51-60,Male,Mobile Application Developer,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Often
Estonia,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,Python,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,Redis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ubuntu,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Canada,< 20,Male,Back-End Web Developer,C,C++,C#,Java,JavaScript,Node.js,Objective-C,PHP,Python,Ruby,SQL,Lua,Node.js,Haskell,CoffeeScript,Dart,C++11,Redis,MongoDB,F#,Go,Hadoop,AngularJS,Cordova,Arduino / Raspberry Pi,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,Looking for a job,Build my online reputation,N/A,Always
United Kingdom,20-24,Male,Student,C,N/A,N/A,Java,JavaScript,Node.js,N/A,N/A,Python,N/A,N/A,N/A,Node.js,Haskell,N/A,N/A,N/A,Redis,N/A,N/A,Go,N/A,N/A,N/A,Arduino / Raspberry Pi,Linux,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Australia,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States,20-24,Male,Full-Stack Web Developer,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
United States,30-34,Male,Full-Stack Web Developer,N/A,N/A,N/A,Java,JavaScript,Node.js,Objective-C,N/A,N/A,Ruby,SQL,N/A,Node.js,N/A,N/A,Dart,N/A,N/A,N/A,N/A,Go,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Often
Australia,30-34,Male,Full-Stack Web Developer,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,ASP.NET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
United States,20-24,Male,Student,N/A,C++,C#,Java,JavaScript,Node.js,N/A,N/A,N/A,Ruby,N/A,N/A,Node.js,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,"Help clean up the site (moderation tools), entertainment",Often
United States,35-39,Male,Embedded Application Developer,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,assembly,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Austria,30-34,Male,Full-Stack Web Developer,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flex,N/A,N/A,N/A,Dart,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
India,< 20,Male,Student,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
United States,20-24,Female,Student,C,C++,N/A,Java,N/A,N/A,Objective-C,PHP,Python,N/A,N/A,N/A,Node.js,N/A,CoffeeScript,N/A,C++11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
India,40-50,Male,"Executive (VP of Eng, CTO, CIO, etc.)",N/A,N/A,N/A,Java,JavaScript,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
Australia,25-29,Male,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lebanon,20-24,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,N/A,Ruby,SQL,N/A,Node.js,N/A,N/A,N/A,C++11,N/A,MongoDB,N/A,N/A,N/A,AngularJS,N/A,N/A,Ubuntu,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
Canada,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,30-34,Male,IT Staff / System Administrator,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States,20-24,Male,Student,C,N/A,C#,Java,JavaScript,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 8,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
United States,30-34,Male,Full-Stack Web Developer,N/A,N/A,C#,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Germany,25-29,Male,Desktop Software Developer,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,F#,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
United States,35-39,Male,Other,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,PHP,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,N/A,Ask questions to solve problems,N/A,N/A,N/A,N/A,Occasionally
United States,20-24,Male,Student,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,"Perl, Haskell",N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Occasionally
Israel,20-24,Female,Front-End Web Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Algeria,>60,Prefer not to disclose,Front-End Web Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Philippines,30-34,Male,Manager of Developers or Team Leader,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,F#,N/A,N/A,N/A,N/A,N/A,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Often
Canada,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,30-34,Male,Back-End Web Developer,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dart,N/A,N/A,N/A,F#,N/A,N/A,AngularJS,Cordova,N/A,Windows 8,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Almost Always
United States,40-50,Male,Desktop Software Developer,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,SQL,Visual Basic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Always
United States,40-50,Male,Embedded Application Developer,C,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,N/A,Ruby,N/A,N/A,N/A,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Canada,< 20,Male,Other,C,C++,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ubuntu,Read other people's questions to solve my problems,Ask questions to solve problems,N/A,N/A,Build my online reputation,N/A,Almost Always
United States,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States,25-29,Male,Desktop Software Developer,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,30-34,Male,IT Staff / System Administrator,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cyprus,20-24,Male,Back-End Web Developer,N/A,N/A,N/A,Java,JavaScript,Node.js,N/A,PHP,N/A,Ruby,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Hadoop,AngularJS,Cordova,Arduino / Raspberry Pi,Fedora,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
United States,25-29,Male,Desktop Software Developer,N/A,N/A,N/A,Java,JavaScript,Node.js,N/A,N/A,Python,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Ubuntu,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
Bosnia and Herzegovina,25-29,Male,Student,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,PASCAL = DELPHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Occasionally
United States,35-39,Female,Other,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,PHP,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Windows 8,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Always
United States,25-29,Male,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,Ruby,SQL,"TCL, Go",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Go,N/A,N/A,N/A,Arduino / Raspberry Pi,Linux,Read other people's questions to solve my problems,N/A,N/A,Looking for a job,N/A,N/A,Almost Always
United States,35-39,Male,Mobile Application Developer,C,N/A,N/A,Java,JavaScript,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,Review close votes,Almost Always
United States,30-34,Male,I don't work in tech,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R,Node.js,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Often
India,25-29,Male,Mobile Application Developer,N/A,N/A,C#,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,F#,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,N/A,N/A,Build my online reputation,N/A,Always
Venezuela,25-29,Male,Full-Stack Web Developer,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,Redis,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Always
Germany,25-29,Male,Student,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Often
New Zealand,25-29,Male,Full-Stack Web Developer,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,Python,Ruby,SQL,N/A,Node.js,Haskell,CoffeeScript,N/A,C++11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
United Kingdom,30-34,Male,Full-Stack Web Developer,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,SQL,assembly,N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,Go,N/A,N/A,N/A,N/A,Debian,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
United Kingdom,20-24,Male,Desktop Software Developer,N/A,C++,C#,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Turkey,25-29,Male,IT Staff / System Administrator,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States,40-50,Male,Front-End Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Always
Germany,25-29,Male,Mobile Application Developer,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Mac OS X,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
France,30-34,Male,Mobile Application Developer,C,N/A,N/A,Java,N/A,N/A,Objective-C,N/A,N/A,Ruby,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Go,N/A,N/A,N/A,Arduino / Raspberry Pi,Mac OS X,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Often
Canada,40-50,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Go,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,Answering questions is a great way to learn new things and stay sharp.,Almost Always
