What Country or Region do you live in?,How old are you?,Which of the following best describes your occupation?,What type of project are you developing?,Which languages are you proficient in?,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Which desktop operating system do you use the most?,Which of our sites do you frequent most?
United Kingdom,30-34,Server Programmer,Enterprise,Java,JavaScript,CSS,N/A,Python,N/A,N/A,SQL,N/A,C++,C,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Germany,20-24,Desktop Application Developer,Enterprise,Java,JavaScript,N/A,N/A,Python,Objective-C,N/A,N/A,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
United States of America,35-39,Database Administrator,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
United States of America,25-29,IT Staff / System Administrator,Web Platform,Java,N/A,N/A,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Perl,N/A,N/A,N/A,Windows 7,Server Fault
Other Europe,< 20,Student,Other,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,F#,Other,Stack Overflow
Other Europe,25-29,Other,Other,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Other Stack Exchange (please specify)
Canada,35-39,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
South America,25-29,Manager of Developers or Team Leader,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,40-50,Desktop Application Developer,Enterprise,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,30-34,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,Python,N/A,N/A,N/A,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
United States of America,25-29,Systems Analyst,Enterprise,N/A,N/A,CSS,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Other Stack Exchange (please specify)
United States of America,30-34,Desktop Application Developer,Enterprise,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows Vista,Stack Overflow
United States of America,20-24,Web Application Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canada,40-50,Server Programmer,Enterprise,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,N/A,N/A,C,Perl,N/A,N/A,N/A,Windows XP,Server Fault
United States of America,35-39,Web Application Developer,Other,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,25-29,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,C++,C,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
Australasia,40-50,Desktop Application Developer,Enterprise,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++,C,N/A,N/A,N/A,Delphi,Windows 7,Stack Overflow
Other Europe,25-29,Embedded Application Developer,Other,N/A,N/A,CSS,PHP,Python,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,Linux,Other Stack Exchange (please specify)
Africa,< 20,Web Application Developer,Web Platform,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Other Europe,25-29,Server Programmer,SaaS,Java,JavaScript,CSS,N/A,Python,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
United States of America,51-60,Web Application Developer,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,Ruby,SQL,N/A,N/A,N/A,Perl,N/A,N/A,Scala,Mac OS X,Stack Overflow
Middle East,25-29,Web Application Developer,Web Platform,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C#,C++,N/A,N/A,N/A,N/A,MATLAB,Windows 7,Other Stack Exchange (please specify)
Netherlands,35-39,Other,Other,N/A,N/A,CSS,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,Delphi,Windows 7,Stack Overflow
Canada,30-34,Embedded Application Developer,Other,Java,N/A,CSS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Germany,25-29,Embedded Application Developer,Other,Java,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,C++,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
United States of America,30-34,Web Application Developer,Enterprise,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
India,20-24,Web Application Developer,Web Platform,Java,N/A,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,C,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
Germany,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Other Europe,25-29,Server Programmer,SaaS,N/A,N/A,CSS,N/A,Python,N/A,Ruby,N/A,N/A,C++,C,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
Canada,< 20,Student,None / Unemployed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Super User
United States of America,40-50,Web Application Developer,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,N/A,C++,C,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
United States of America,< 20,Web Application Developer,Web Platform,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,20-24,Web Application Developer,Web Platform,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,30-34,Web Application Developer,Mobile,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,20-24,Server Programmer,Enterprise,Java,JavaScript,CSS,N/A,Python,N/A,N/A,N/A,N/A,C++,C,N/A,HTML5,N/A,Haskell,Mac OS X,Stack Overflow
United States of America,20-24,Student,SaaS,N/A,N/A,N/A,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,30-34,Desktop Application Developer,Other,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++,C,N/A,N/A,N/A,MATLAB/Octave,Windows 7,N/A
Other Europe,25-29,Other,Other,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++,C,N/A,N/A,N/A,R,Linux,Other Stack Exchange (please specify)
Canada,35-39,Other,Other,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,C#,C++,N/A,N/A,N/A,N/A,"Labview, MATLAB",Windows 7,Stack Overflow
Canada,25-29,Desktop Application Developer,Enterprise,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,N/A,C#,N/A,C,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,30-34,Web Application Developer,Web Platform,Java,JavaScript,N/A,N/A,N/A,Objective-C,N/A,SQL,C#,C++,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,40-50,Server Programmer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,Ruby,N/A,C#,C++,C,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,25-29,Student,Other,N/A,N/A,N/A,PHP,Python,N/A,N/A,N/A,N/A,C++,C,N/A,N/A,N/A,MATLAB,Mac OS X,Stack Overflow
United Kingdom,40-50,Embedded Application Developer,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C,Perl,N/A,N/A,N/A,Windows XP,Stack Overflow
United States of America,51-60,Systems Analyst,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Africa,30-34,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Canada,40-50,Manager of Developers or Team Leader,Enterprise,Java,JavaScript,CSS,PHP,N/A,Objective-C,N/A,SQL,C#,N/A,C,Perl,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,20-24,Desktop Application Developer,SaaS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
France,30-34,Manager of Developers or Team Leader,Web Platform,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,25-29,Web Application Developer,Mobile,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,ColdFusion,Windows XP,Stack Overflow
United States of America,35-39,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Mexico,25-29,Web Application Developer,Web Platform,N/A,JavaScript,N/A,PHP,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Other Europe,20-24,Student,Web Platform,N/A,JavaScript,CSS,PHP,N/A,Objective-C,N/A,N/A,C#,C++,C,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United Kingdom,51-60,Web Application Developer,Enterprise,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,20-24,"Executive (VP of Eng, CTO, CIO, etc.)",SaaS,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Meta Stack Overflow
United States of America,25-29,Web Application Developer,Web Platform,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
Canada,25-29,Web Application Developer,SaaS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,40-50,Kernel / Driver Developer,Enterprise,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,Other,Stack Overflow
United States of America,25-29,Manager of Developers or Team Leader,Web Platform,Java,JavaScript,N/A,PHP,Python,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
Canada,30-34,Desktop Application Developer,Other,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Other Europe,30-34,Web Application Developer,SaaS,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Other Stack Exchange (please specify)
United States of America,20-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South America,20-24,Other,Other,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,C++,C,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,20-24,Student,Mobile,Java,JavaScript,CSS,N/A,Python,Objective-C,N/A,N/A,N/A,C++,C,N/A,HTML5,N/A,"J, Haskell, Lisp",Mac OS X,Stack Overflow
United States of America,30-34,IT Manager,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,VB .Net,Windows 7,Stack Overflow
Canada,35-39,Server Programmer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,30-34,Manager of Developers or Team Leader,Other,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,C++,C,N/A,HTML5,N/A,"Batch, VBA, VB.NET,",Windows 7,Stack Overflow
United States of America,30-34,Web Application Developer,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,Perl,HTML5,N/A,N/A,Linux,Stack Overflow
United States of America,40-50,Manager of Developers or Team Leader,Enterprise,N/A,JavaScript,N/A,N/A,N/A,N/A,Ruby,N/A,C#,N/A,N/A,N/A,HTML5,N/A,"F#, Haskell, Delphi, Clojure",Windows 7,Stack Overflow
United States of America,30-34,Web Application Developer,Web Platform,Java,JavaScript,CSS,N/A,Python,N/A,N/A,SQL,N/A,C++,C,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
Middle East,20-24,Web Application Developer,Web Platform,N/A,JavaScript,N/A,N/A,N/A,N/A,Ruby,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
Other Europe,20-24,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Canada,25-29,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,VB.NET,Windows 7,Stack Overflow
Other Europe,40-50,Manager of Developers or Team Leader,SaaS,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,C,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
Canada,25-29,Desktop Application Developer,Web Platform,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,VB.NET,Windows 7,Stack Overflow
Italy,20-24,Web Application Developer,Web Platform,N/A,N/A,CSS,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
United States of America,35-39,Embedded Application Developer,Mobile,N/A,N/A,N/A,PHP,Python,N/A,N/A,SQL,N/A,C++,C,Perl,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,35-39,Manager of Developers or Team Leader,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
United Kingdom,40-50,Manager of Developers or Team Leader,Enterprise,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,N/A,N/A,Perl,HTML5,N/A,N/A,Windows 7,Other Stack Exchange (please specify)
United States of America,30-34,Embedded Application Developer,Mobile,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,C++,N/A,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
United States of America,25-29,Web Application Developer,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,20-24,Web Application Developer,Mobile,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Other Europe,25-29,Embedded Application Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,20-24,IT Manager,None / Unemployed,N/A,JavaScript,N/A,PHP,Python,N/A,Ruby,SQL,N/A,C++,N/A,N/A,N/A,N/A,ActionScript,Linux,Stack Overflow
United States of America,40-50,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
South America,30-34,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
United States of America,35-39,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
United States of America,30-34,Desktop Application Developer,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,< 20,Student,Mobile,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Meta Stack Overflow
Other Europe,20-24,Web Application Developer,Web Platform,Java,JavaScript,CSS,PHP,N/A,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
Mexico,20-24,Web Application Developer,Web Platform,Java,JavaScript,CSS,PHP,N/A,N/A,Ruby,SQL,N/A,C++,N/A,N/A,HTML5,N/A,"qml, actionscript",Mac OS X,Stack Overflow
United Kingdom,25-29,Server Programmer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Netherlands,40-50,Server Programmer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,Delphi,Windows XP,Stack Overflow
Canada,35-39,Web Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
Canada,< 20,Student,Other,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,N/A,N/A,N/A,C,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
Other Europe,25-29,Web Application Developer,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
Canada,25-29,Desktop Application Developer,Other,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Programmers Stack Exchange
United States of America,20-24,Desktop Application Developer,Other,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,N/A,C#,C++,C,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,30-34,Web Application Developer,Other,N/A,JavaScript,CSS,PHP,Python,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
North America (Other),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Other Europe,40-50,Server Programmer,Enterprise,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
United Kingdom,20-24,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,40-50,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,Ruby,SQL,N/A,C++,N/A,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
United States of America,35-39,Manager of Developers or Team Leader,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
South America,25-29,IT Manager,Enterprise,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
South America,30-34,Other,Other,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,Prolog,Windows 7,Stack Overflow
United States of America,25-29,I don't work in tech,None / Unemployed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Perl,N/A,N/A,N/A,Linux,Stack Overflow
Other Europe,25-29,Web Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
North America (Other),40-50,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Other Stack Exchange (please specify)
United States of America,40-50,Web Application Developer,Web Platform,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,ColdFusion,Windows 7,Other Stack Exchange (please specify)
United States of America,25-29,Web Application Developer,Enterprise,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Other Stack Exchange (please specify)
Other Europe,25-29,Manager of Developers or Team Leader,Mobile,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,C++,C,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
Germany,25-29,Web Application Developer,Enterprise,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,25-29,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,C++,C,N/A,HTML5,N/A,N/A,Windows 7,Other Stack Exchange (please specify)
Other Europe,20-24,I don't work in tech,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Delphi,Windows 7,Stack Overflow
United Kingdom,25-29,Web Application Developer,Enterprise,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Windows XP,Meta Stack Overflow
United States of America,< 20,Student,Enterprise,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
United States of America,30-34,Manager of Developers or Team Leader,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
United Kingdom,< 20,Student,Mobile,N/A,JavaScript,CSS,PHP,N/A,Objective-C,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
United States of America,40-50,"Executive (VP of Eng, CTO, CIO, etc.)",Mobile,Java,N/A,N/A,N/A,N/A,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
Canada,30-34,Web Application Developer,SaaS,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
United States of America,30-34,Web Application Developer,Enterprise,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Australasia,30-34,Web Application Developer,Web Platform,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,C++,C,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
South America,30-34,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Netherlands,25-29,Web Application Developer,Web Platform,Java,N/A,N/A,PHP,Python,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
Canada,51-60,Desktop Application Developer,Other,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,C++,C,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
United States of America,25-29,Desktop Application Developer,Enterprise,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,C#,C++,C,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United Kingdom,30-34,Manager of Developers or Team Leader,Web Platform,N/A,N/A,N/A,PHP,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,25-29,IT Staff / System Administrator,Enterprise,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
Other Europe,< 20,Student,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
Other Asia,25-29,Web Application Developer,SaaS,N/A,JavaScript,CSS,N/A,N/A,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
United States of America,20-24,Desktop Application Developer,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Programmers Stack Exchange
United States of America,25-29,Web Application Developer,Enterprise,Java,JavaScript,CSS,N/A,Python,N/A,Ruby,N/A,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Windows XP,Other Stack Exchange (please specify)
Other Europe,30-34,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
Australasia,35-39,Web Application Developer,Web Platform,N/A,N/A,CSS,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United Kingdom,>60,Other,Enterprise,N/A,N/A,N/A,PHP,Python,N/A,N/A,SQL,N/A,N/A,C,Perl,N/A,N/A,IBM z/Assembler,Windows 7,Other Stack Exchange (please specify)
Germany,30-34,Web Application Developer,Web Platform,Java,N/A,N/A,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LaTeX,Linux,Other Stack Exchange (please specify)
United States of America,25-29,Server Programmer,Enterprise,N/A,JavaScript,CSS,N/A,Python,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,30-34,I don't work in tech,Enterprise,Java,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP,Other Stack Exchange (please specify)
United States of America,30-34,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
